"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0D580","2020-03-10 00:00:00","120.000","311.000","0.500","23.500","0.800","994.700","","0.500","-99.000","-99.000","-99.000","24.200","","17.900",""
"C0C480","2020-03-10 00:00:00","105.000","269.000","0.500","22.400","0.910","996.100","","2.500","-99.000","-99.000","-99.000","25.400","","19.400",""
"C0V720","2020-03-10 00:00:00","15.000","296.000","2.600","25.900","0.780","1009.700","","0.000","-99.000","-99.000","-99.000","28.300","","22.900",""
"C0UA60","2020-03-10 00:00:00","566.000","81.000","1.200","19.500","0.870","944.400","","0.000","-99.000","-99.000","-99.000","26.700","","16.400",""
"C0C670","2020-03-10 00:00:00","250.000","252.000","2.300","22.100","0.840","980.200","","2.000","-99.000","-99.000","-99.000","24.200","","17.900",""
"C0K550","2020-03-10 00:00:00","15.000","186.000","0.500","23.900","0.890","1009.800","","0.000","-99.000","-99.000","-99.000","30.100","","19.600",""
"C0R350","2020-03-10 00:00:00","35.000","298.000","4.700","24.700","0.850","1007.100","","0.000","10.100","294.000","","28.600","","22.700",""
"C0A560","2020-03-10 00:00:00","405.000","0.000","0.000","18.500","1.000","963.000","","0.000","-99.000","-99.000","-99.000","27.900","","15.100",""
"C0T9F0","2020-03-10 00:00:00","251.000","349.000","0.400","20.700","0.950","979.300","","0.000","-99.000","-99.000","-99.000","28.800","","18.900",""
"C0D390","2020-03-10 00:00:00","146.000","0.000","0.200","22.600","0.870","990.100","","0.500","-99.000","-99.000","-99.000","25.300","","18.200",""
"C0E430","2020-03-10 00:00:00","258.000","211.000","1.600","25.500","0.590","982.500","","0.500","-99.000","-99.000","-99.000","27.400","","16.700",""
"C0O990","2020-03-10 00:00:00","18.000","165.000","0.300","23.700","0.990","1009.100","","0.000","-99.000","-99.000","-99.000","29.400","","18.800",""
"CM0010","2020-03-10 00:00:00","68.000","193.000","0.600","23.100","0.830","1001.000","","0.500","-99.000","-99.000","-99.000","26.400","","19.400",""
"C0K500","2020-03-10 00:00:00","12.000","201.000","2.100","24.100","0.920","1008.500","","0.000","-99.000","-99.000","-99.000","30.000","","19.700",""
"C0X260","2020-03-10 00:00:00","39.000","225.000","0.900","23.600","0.910","1007.400","","0.500","-99.000","-99.000","-99.000","30.400","","19.500",""
"C0ACA0","2020-03-10 00:00:00","25.000","252.000","1.500","23.300","0.920","1004.100","","1.500","-99.000","-99.000","-99.000","25.700","","20.300",""
"C0X180","2020-03-10 00:00:00","62.000","132.000","1.100","23.800","0.990","1003.100","","0.000","-99.000","-99.000","-99.000","30.600","","20.100",""
"C0F930","2020-03-10 00:00:00","100.000","189.000","1.300","24.200","0.860","998.300","","0.000","-99.000","-99.000","-99.000","31.600","","19.100",""
"C0I010","2020-03-10 00:00:00","1562.000","153.000","1.600","14.700","0.950","846.800","","0.000","-99.000","-99.000","-99.000","21.200","","12.300",""
"C0R190","2020-03-10 00:00:00","32.000","39.000","1.100","24.300","0.880","1007.100","","0.000","-99.000","-99.000","-99.000","29.900","","20.100",""
"C0E420","2020-03-10 00:00:00","19.000","239.000","1.300","24.200","0.760","1004.700","","0.000","-99.000","-99.000","-99.000","25.100","","18.500",""
"C0W160","2020-03-10 00:00:00","49.000","213.000","5.500","17.000","0.980","1001.300","","2.500","-99.000","-99.000","-99.000","19.800","","14.000",""
"C0I460","2020-03-10 00:00:00","110.000","222.000","2.600","24.700","0.820","998.800","","0.000","-99.000","-99.000","-99.000","31.600","","20.100",""
"C0F9A0","2020-03-10 00:00:00","425.000","98.000","1.100","21.700","0.950","963.200","","0.500","-99.000","-99.000","-99.000","30.500","","19.200",""
"C0K430","2020-03-10 00:00:00","30.000","173.000","3.700","23.800","1.000","1008.100","","0.000","-99.000","-99.000","-99.000","29.100","","19.500",""
"C0S960","2020-03-10 00:00:00","32.000","247.000","2.400","29.500","0.370","1003.900","","0.000","-99.000","-99.000","-99.000","33.000","","21.300",""
"C0T9M0","2020-03-10 00:00:00","92.000","316.000","1.400","21.400","0.930","999.300","","0.000","-99.000","-99.000","-99.000","27.800","","20.600",""
"C0AI00","2020-03-10 00:00:00","188.000","266.000","4.600","21.900","0.970","987.700","","2.000","10.400","260.000","","25.400","","19.300",""
"C0AC40","2020-03-10 00:00:00","1079.000","260.000","12.600","17.100","0.990","888.800","","9.500","19.300","253.000","","19.500","","14.800",""
"C0F9M0","2020-03-10 00:00:00","230.000","178.000","2.600","23.000","0.890","983.900","","0.000","-99.000","-99.000","-99.000","30.000","","19.300",""
"C0A930","2020-03-10 00:00:00","216.000","307.000","2.500","21.900","0.970","982.100","","9.500","8.200","277.000","","24.800","","18.000",""
"C0A640","2020-03-10 00:00:00","241.000","0.000","0.100","21.400","0.930","983.300","","1.000","-99.000","-99.000","-99.000","25.900","","17.900",""
"C0I420","2020-03-10 00:00:00","305.000","208.000","0.500","23.200","0.800","976.700","","0.000","-99.000","-99.000","-99.000","30.800","","18.400",""
"C0R170","2020-03-10 00:00:00","26.000","0.000","0.000","24.500","1.000","1008.700","","0.000","-99.000","-99.000","-99.000","29.600","","21.400",""
"C0M530","2020-03-10 00:00:00","1385.000","202.000","0.600","16.600","0.850","867.700","","0.000","-99.000","-99.000","-99.000","22.800","","13.800",""
"C0H960","2020-03-10 00:00:00","120.000","203.000","2.900","24.200","0.950","996.100","","0.000","-99.000","-99.000","-99.000","30.900","","20.300",""
"C0V620","2020-03-10 00:00:00","18.000","227.000","1.200","25.100","0.910","1009.300","","0.000","-99.000","-99.000","-99.000","27.600","","20.700",""
"C0X280","2020-03-10 00:00:00","22.000","0.000","0.000","24.600","0.830","1008.900","","0.000","-99.000","-99.000","-99.000","28.400","","20.300",""
"C0AH40","2020-03-10 00:00:00","426.000","274.000","2.700","21.300","0.980","958.800","","4.000","8.800","264.000","","24.900","","18.900",""
"C0T9A0","2020-03-10 00:00:00","498.000","0.000","0.100","19.100","0.990","952.400","","0.500","-99.000","-99.000","-99.000","25.900","","17.100",""
"C0K390","2020-03-10 00:00:00","31.000","191.000","2.800","23.600","0.900","1007.400","","0.000","-99.000","-99.000","-99.000","30.500","","19.700",""
"C0I540","2020-03-10 00:00:00","3344.000","-99.000","-99.000","4.100","1.000","677.700","","-99.000","-99.000","-99.000","-99.000","4.800","","0.700",""
"C0G890","2020-03-10 00:00:00","24.000","189.000","2.400","24.800","0.960","1007.300","","0.000","-99.000","-99.000","-99.000","30.100","","19.500",""
"C0G720","2020-03-10 00:00:00","50.000","202.000","3.500","23.800","0.870","1004.600","","0.000","-99.000","-99.000","-99.000","30.700","","19.800",""
"C0UA40","2020-03-10 00:00:00","1121.000","32.000","3.500","16.100","0.980","885.700","","0.000","-99.000","-99.000","-99.000","21.900","","14.600",""
"C0V400","2020-03-10 00:00:00","56.000","107.000","1.100","24.400","0.880","1004.400","","0.000","-99.000","-99.000","-99.000","29.000","","21.200",""
"C0X130","2020-03-10 00:00:00","27.000","155.000","1.600","24.400","0.870","1007.400","","0.000","-99.000","-99.000","-99.000","30.800","","20.500",""
"C0A520","2020-03-10 00:00:00","48.000","199.000","0.800","22.900","0.950","1003.200","","0.500","-99.000","-99.000","-99.000","26.600","","19.400",""
"C0U870","2020-03-10 00:00:00","474.000","319.000","0.800","20.100","0.880","955.600","","0.000","-99.000","-99.000","-99.000","24.600","","17.800",""
"C0S690","2020-03-10 00:00:00","522.000","295.000","2.500","25.000","0.480","950.100","","0.000","7.800","279.000","","32.000","","18.800",""
"C0R150","2020-03-10 00:00:00","105.000","57.000","0.900","24.100","0.990","998.300","","0.000","-99.000","-99.000","-99.000","32.100","","21.800",""
"C0K560","2020-03-10 00:00:00","117.000","225.000","0.600","23.800","0.820","998.600","","0.000","-99.000","-99.000","-99.000","33.200","","18.600",""
"C0X100","2020-03-10 00:00:00","10.000","163.000","1.400","25.400","0.910","1008.300","","0.000","-99.000","-99.000","-99.000","28.400","","21.500",""
"C0K460","2020-03-10 00:00:00","60.000","232.000","3.200","23.700","0.890","1003.300","","0.000","-99.000","-99.000","-99.000","30.500","","19.700",""
"C0M740","2020-03-10 00:00:00","15.000","195.000","1.100","23.900","0.910","1008.900","","0.000","-99.000","-99.000","-99.000","30.000","","19.800",""
"C0SA10","2020-03-10 00:00:00","411.000","265.000","1.700","25.800","0.460","962.100","","0.500","8.100","261.000","","28.200","","18.900",""
"C0C660","2020-03-10 00:00:00","176.000","264.000","1.700","22.000","0.930","988.700","","2.500","-99.000","-99.000","-99.000","23.100","","18.600",""
"C0R620","2020-03-10 00:00:00","34.000","273.000","3.800","24.700","0.850","1007.700","","0.000","-99.000","-99.000","-99.000","27.300","","22.600",""
"C0R700","2020-03-10 00:00:00","19.000","334.000","4.000","24.800","0.820","1009.300","","0.000","-99.000","-99.000","-99.000","27.400","","22.000",""
"C0F0B0","2020-03-10 00:00:00","311.000","210.000","2.900","22.900","0.840","975.000","","0.000","-99.000","-99.000","-99.000","29.400","","18.500",""
"C0O970","2020-03-10 00:00:00","71.000","103.000","1.400","22.600","0.910","1003.300","","0.000","-99.000","-99.000","-99.000","32.400","","18.600",""
"C0F9P0","2020-03-10 00:00:00","26.000","208.000","2.900","24.900","0.860","1007.700","","0.000","-99.000","-99.000","-99.000","29.200","","19.300",""
"C0R560","2020-03-10 00:00:00","22.000","337.000","1.500","25.100","0.790","1009.400","","0.000","-99.000","-99.000","-99.000","28.100","","21.700",""
"C0X220","2020-03-10 00:00:00","26.000","189.000","1.000","24.200","0.830","1008.200","","0.000","-99.000","-99.000","-99.000","28.200","","20.100",""
"C0M680","2020-03-10 00:00:00","37.000","0.000","0.000","23.400","0.990","1008.700","","1.500","-99.000","-99.000","-99.000","30.600","","19.900",""
"C0S710","2020-03-10 00:00:00","382.000","264.000","2.200","25.600","0.440","966.100","","0.000","-99.000","-99.000","-99.000","27.600","","17.000",""
"C0F9T0","2020-03-10 00:00:00","111.000","164.000","3.100","24.400","0.830","996.900","","0.000","-99.000","-99.000","-99.000","30.700","","20.000",""
"C0F9N0","2020-03-10 00:00:00","75.000","179.000","2.900","24.900","0.820","1001.800","","0.000","-99.000","-99.000","-99.000","32.500","","20.900",""
"C0G740","2020-03-10 00:00:00","24.000","186.000","1.800","24.100","0.860","1008.100","","0.000","-99.000","-99.000","-99.000","29.900","","19.700",""
"C0UA70","2020-03-10 00:00:00","547.000","252.000","3.500","20.400","0.990","946.600","","0.500","11.400","282.000","","25.300","","17.300",""
"C0AC60","2020-03-10 00:00:00","55.000","0.000","0.200","22.600","0.990","1002.100","","0.500","-99.000","-99.000","-99.000","25.500","","19.200",""
"C0R510","2020-03-10 00:00:00","31.000","18.000","0.900","25.400","0.780","1008.200","","0.000","-99.000","-99.000","-99.000","28.500","","22.200",""
"C0X060","2020-03-10 00:00:00","19.000","131.000","0.800","23.800","0.870","1010.700","","0.000","-99.000","-99.000","-99.000","30.600","","19.000",""
"C0E550","2020-03-10 00:00:00","84.000","263.000","3.100","25.100","0.650","1000.000","","0.000","-99.000","-99.000","-99.000","30.400","","17.800",""
"C0AI20","2020-03-10 00:00:00","25.000","275.000","6.800","21.800","0.950","1005.900","","5.000","-99.000","-99.000","-99.000","23.700","","18.600",""
"C0E740","2020-03-10 00:00:00","27.000","234.000","3.400","25.200","0.790","1000.100","","0.000","8.700","244.000","","30.100","","18.500",""
"C0R650","2020-03-10 00:00:00","29.000","1.000","1.000","24.800","0.950","1009.100","","0.000","-99.000","-99.000","-99.000","28.600","","21.300",""
"C0S750","2020-03-10 00:00:00","2280.000","200.000","1.200","11.200","0.790","771.000","","0.000","-99.000","-99.000","-99.000","17.700","","8.200",""
"C0I370","2020-03-10 00:00:00","671.000","0.000","0.000","20.300","0.890","937.500","","0.000","-99.000","-99.000","-99.000","28.500","","16.200",""
"C0K400","2020-03-10 00:00:00","65.000","206.000","2.600","23.800","0.990","1004.200","","0.000","-99.000","-99.000","-99.000","31.300","","19.600",""
"C0A650","2020-03-10 00:00:00","287.000","230.000","2.300","20.900","0.990","975.900","","0.500","-99.000","-99.000","-99.000","28.800","","16.500",""
"C0U750","2020-03-10 00:00:00","398.000","80.000","1.300","22.200","0.870","962.500","","0.500","-99.000","-99.000","-99.000","23.700","","18.300",""
"C0M730","2020-03-10 00:00:00","40.000","296.000","1.200","24.100","0.830","1006.100","","0.000","-99.000","-99.000","-99.000","31.900","","19.900",""
"C0Z061","2020-03-10 00:00:00","174.000","103.000","0.600","21.100","0.990","991.600","","0.000","-99.000","-99.000","-99.000","30.800","","20.000",""
"C0M670","2020-03-10 00:00:00","43.000","224.000","2.700","23.800","0.830","1005.800","","0.000","-99.000","-99.000","-99.000","31.400","","19.600",""
"C0I530","2020-03-10 00:00:00","3014.000","225.000","12.500","4.900","1.000","698.400","","-99.000","23.500","237.000","","6.800","","2.700",""
"C0A880","2020-03-10 00:00:00","6.000","156.000","0.400","21.300","0.910","1005.300","","2.000","-99.000","-99.000","-99.000","26.900","","18.700",""
"C0S950","2020-03-10 00:00:00","415.000","77.000","0.700","21.700","0.810","961.100","","0.000","-99.000","-99.000","-99.000","29.300","","19.100",""
"C0O950","2020-03-10 00:00:00","4.000","0.000","0.000","25.100","0.870","1010.000","","0.000","-99.000","-99.000","-99.000","28.900","","20.200",""
"C0M760","2020-03-10 00:00:00","40.000","228.000","1.600","23.100","0.910","1007.000","","0.500","-99.000","-99.000","-99.000","31.600","","19.700",""
"C0AH70","2020-03-10 00:00:00","34.000","275.000","2.000","24.000","0.770","1004.900","","0.500","-99.000","-99.000","-99.000","26.700","","21.200",""
"C0V250","2020-03-10 00:00:00","298.000","53.000","0.800","21.800","0.880","977.400","","0.000","-99.000","-99.000","-99.000","32.700","","19.000",""
"C0U980","2020-03-10 00:00:00","573.000","290.000","3.000","19.000","1.000","945.200","","0.000","-99.000","-99.000","-99.000","26.600","","16.300",""
"C0S740","2020-03-10 00:00:00","289.000","38.000","0.500","18.600","0.890","976.600","","0.000","-99.000","-99.000","-99.000","27.800","","18.400",""
"C0A940","2020-03-10 00:00:00","49.000","264.000","2.100","22.100","0.970","1002.600","","6.000","-99.000","-99.000","-99.000","25.500","","18.500",""
"C0T870","2020-03-10 00:00:00","135.000","0.000","0.100","20.800","0.990","992.300","","0.000","-99.000","-99.000","-99.000","28.600","","15.500",""
"C0O930","2020-03-10 00:00:00","69.000","0.000","0.100","22.900","1.000","1004.600","","0.000","-99.000","-99.000","-99.000","33.200","","18.800",""
"C0AI40","2020-03-10 00:00:00","37.000","283.000","4.200","23.600","0.850","1004.500","","3.000","9.900","266.000","","24.900","","21.100",""
"C0C460","2020-03-10 00:00:00","482.000","0.000","0.000","20.600","0.890","955.300","","0.500","-99.000","-99.000","-99.000","24.900","","16.800",""
"C0E520","2020-03-10 00:00:00","320.000","169.000","0.900","21.200","0.940","975.100","","0.500","-99.000","-99.000","-99.000","30.200","","16.700",""
"C0T9D0","2020-03-10 00:00:00","7.000","0.000","0.200","21.200","0.940","1007.300","","0.000","-99.000","-99.000","-99.000","28.200","","18.900",""
"C0I390","2020-03-10 00:00:00","1184.000","247.000","2.100","17.500","0.940","884.500","","0.000","-99.000","-99.000","-99.000","23.800","","11.700",""
"C0B020","2020-03-10 00:00:00","86.000","289.000","9.200","22.400","0.880","996.400","","0.000","-99.000","-99.000","-99.000","25.500","","19.700",""
"CM0170","2020-03-10 00:00:00","106.000","254.000","3.100","23.100","0.980","1000.200","","0.000","-99.000","-99.000","-99.000","30.600","","18.400",""
"C0F860","2020-03-10 00:00:00","2215.000","213.000","5.000","11.500","1.000","778.200","","0.000","11.600","197.000","","15.000","","8.700",""
"C0U890","2020-03-10 00:00:00","116.000","248.000","2.100","21.400","0.990","995.500","","0.000","-99.000","-99.000","-99.000","27.100","","18.300",""
"C0G800","2020-03-10 00:00:00","15.000","215.000","5.200","24.200","0.980","1008.400","","0.000","-99.000","-99.000","-99.000","30.100","","19.500",""
"C0F850","2020-03-10 00:00:00","379.000","203.000","2.100","22.500","0.840","967.400","","0.000","-99.000","-99.000","-99.000","29.500","","18.200",""
"C0Z160","2020-03-10 00:00:00","124.000","182.000","0.900","21.800","0.900","996.900","","0.000","-99.000","-99.000","-99.000","29.300","","17.700",""
"C0R540","2020-03-10 00:00:00","17.000","355.000","1.900","25.200","0.830","1008.900","","0.000","-99.000","-99.000","-99.000","28.200","","22.000",""
"C0K480","2020-03-10 00:00:00","56.000","218.000","2.900","23.800","0.990","1004.300","","0.000","-99.000","-99.000","-99.000","30.600","","19.900",""
"C0H890","2020-03-10 00:00:00","440.000","0.000","0.000","22.500","0.790","961.000","","0.000","-99.000","-99.000","-99.000","30.300","","17.500",""
"C0S770","2020-03-10 00:00:00","375.000","346.000","2.000","25.700","0.510","965.600","","0.000","7.100","296.000","","29.900","","18.300",""
"C0X230","2020-03-10 00:00:00","29.000","177.000","1.200","24.500","0.830","1009.200","","0.000","-99.000","-99.000","-99.000","29.900","","19.500",""
"C0B010","2020-03-10 00:00:00","38.000","248.000","2.000","23.300","0.960","1001.500","","0.500","-99.000","-99.000","-99.000","26.400","","20.100",""
"C0R490","2020-03-10 00:00:00","49.000","0.000","0.000","24.700","0.840","1005.300","","0.000","-99.000","-99.000","-99.000","29.500","","21.800",""
"C0V440","2020-03-10 00:00:00","27.000","326.000","0.800","24.300","0.790","1007.800","","0.000","-99.000","-99.000","-99.000","29.100","","21.100",""
"C0SA40","2020-03-10 00:00:00","200.000","0.000","0.200","19.400","0.880","985.700","","0.000","-99.000","-99.000","-99.000","29.200","","18.600",""
"C0Z280","2020-03-10 00:00:00","224.000","0.000","0.100","20.800","0.990","984.000","","0.000","-99.000","-99.000","-99.000","29.700","","18.600",""
"C0Z070","2020-03-10 00:00:00","247.000","342.000","0.800","21.000","0.990","979.800","","0.000","-99.000","-99.000","-99.000","29.400","","18.400",""
"CM0180","2020-03-10 00:00:00","313.000","0.000","0.000","22.200","0.860","976.800","","0.000","-99.000","-99.000","-99.000","29.400","","18.600",""
"C0T9N0","2020-03-10 00:00:00","261.000","80.000","1.000","19.700","0.920","979.100","","0.000","-99.000","-99.000","-99.000","29.600","","19.400",""
"C0K470","2020-03-10 00:00:00","97.000","199.000","1.100","23.500","0.990","1000.000","","0.000","-99.000","-99.000","-99.000","32.000","","18.600",""
"C0R720","2020-03-10 00:00:00","214.000","275.000","7.800","23.600","0.780","985.300","","0.000","13.600","274.000","","27.500","","21.600",""
"C0V650","2020-03-10 00:00:00","28.000","293.000","1.500","25.100","0.860","1010.100","","0.000","-99.000","-99.000","-99.000","27.400","","20.900",""
"C0H9C0","2020-03-10 00:00:00","3402.000","313.000","2.300","4.800","0.980","672.500","","4.000","-99.000","-99.000","-99.000","5.200","","1.000",""
"C0U780","2020-03-10 00:00:00","15.000","266.000","1.400","22.400","0.990","1006.200","","0.000","-99.000","-99.000","-99.000","26.900","","18.600",""
"C0U760","2020-03-10 00:00:00","22.000","355.000","0.300","20.300","0.990","1006.600","","0.500","-99.000","-99.000","-99.000","29.100","","18.200",""
"C0X290","2020-03-10 00:00:00","10.000","213.000","0.900","24.700","0.860","1010.000","","0.000","-99.000","-99.000","-99.000","28.000","","20.500",""
"C0E830","2020-03-10 00:00:00","37.000","215.000","3.700","24.600","0.790","1005.400","","0.000","-99.000","-99.000","-99.000","28.400","","18.700",""
"C0K330","2020-03-10 00:00:00","38.000","204.000","1.400","23.900","0.990","1006.300","","0.000","-99.000","-99.000","-99.000","31.300","","19.800",""
"C0M660","2020-03-10 00:00:00","40.000","195.000","2.800","23.500","0.910","1007.200","","0.000","-99.000","-99.000","-99.000","30.000","","19.600",""
"C0E820","2020-03-10 00:00:00","220.000","211.000","4.500","23.700","0.720","983.800","","0.000","-99.000","-99.000","-99.000","30.300","","18.600",""
"C0K450","2020-03-10 00:00:00","35.000","200.000","3.000","23.700","0.840","1006.300","","0.000","-99.000","-99.000","-99.000","30.400","","19.800",""
"C0G760","2020-03-10 00:00:00","53.000","185.000","1.300","23.900","0.990","1007.300","","0.000","-99.000","-99.000","-99.000","31.400","","19.600",""
"CM0120","2020-03-10 00:00:00","4.000","207.000","3.200","24.500","0.790","1010.100","","0.000","-99.000","-99.000","-99.000","27.300","","19.900",""
"C0Z290","2020-03-10 00:00:00","946.000","187.000","1.800","19.000","0.730","904.900","","0.000","-99.000","-99.000","-99.000","24.400","","16.000",""
"C0V680","2020-03-10 00:00:00","40.000","339.000","1.300","25.500","0.820","1006.600","","0.000","-99.000","-99.000","-99.000","28.500","","22.000",""
"C0F9U0","2020-03-10 00:00:00","74.000","115.000","1.200","24.900","0.810","1001.800","","0.000","-99.000","-99.000","-99.000","31.500","","21.100",""
"C0AI10","2020-03-10 00:00:00","76.000","0.000","0.100","20.800","0.990","999.400","","0.000","-99.000","-99.000","-99.000","26.900","","19.000",""
"C0V530","2020-03-10 00:00:00","34.000","352.000","1.000","24.400","1.000","1007.300","","0.000","-99.000","-99.000","-99.000","29.200","","20.400",""
"C0R550","2020-03-10 00:00:00","38.000","348.000","2.800","24.500","0.880","1007.500","","0.000","-99.000","-99.000","-99.000","28.100","","21.000",""
"C0F9L0","2020-03-10 00:00:00","253.000","202.000","1.900","23.800","0.840","981.200","","0.000","-99.000","-99.000","-99.000","30.500","","19.500",""
"C0A950","2020-03-10 00:00:00","60.000","279.000","7.700","22.200","1.000","1001.000","","0.000","-99.000","-99.000","-99.000","24.700","","19.600",""
"C0R160","2020-03-10 00:00:00","45.000","23.000","0.700","23.900","0.990","1005.600","","0.000","-99.000","-99.000","-99.000","28.400","","20.600",""
"C0F9S0","2020-03-10 00:00:00","43.000","172.000","2.000","24.700","0.790","1005.600","","0.000","-99.000","-99.000","-99.000","31.400","","20.800",""
"C0M820","2020-03-10 00:00:00","980.000","0.000","0.000","18.500","0.760","904.900","","0.000","-99.000","-99.000","-99.000","26.000","","14.100",""
"C0G870","2020-03-10 00:00:00","12.000","209.000","2.700","24.300","0.810","1009.800","","0.000","-99.000","-99.000","-99.000","30.700","","19.300",""
"C0R530","2020-03-10 00:00:00","16.000","355.000","2.200","24.600","0.760","1009.300","","0.000","-99.000","-99.000","-99.000","26.600","","21.700",""
"C0O840","2020-03-10 00:00:00","134.000","188.000","1.300","23.300","0.910","994.500","","0.000","-99.000","-99.000","-99.000","30.500","","19.200",""
"C0A660","2020-03-10 00:00:00","97.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T9H0","2020-03-10 00:00:00","725.000","273.000","0.300","19.200","0.990","928.800","","0.500","-99.000","-99.000","-99.000","26.900","","17.600",""
"C0R270","2020-03-10 00:00:00","51.000","300.000","2.600","24.300","0.960","1004.400","","0.000","-99.000","-99.000","-99.000","29.700","","22.100",""
"C0O980","2020-03-10 00:00:00","18.000","111.000","0.400","23.700","0.920","1010.400","","0.000","-99.000","-99.000","-99.000","30.700","","19.000",""
"C0X190","2020-03-10 00:00:00","10.000","-99.000","-99.000","25.200","0.820","1009.800","","0.000","-99.000","-99.000","-99.000","27.400","","21.200",""
"C0T9I0","2020-03-10 00:00:00","152.000","211.000","1.400","21.000","0.900","992.100","","0.000","-99.000","-99.000","-99.000","29.200","","19.400",""
"C0V760","2020-03-10 00:00:00","30.000","272.000","0.700","25.500","0.870","1008.500","","0.000","-99.000","-99.000","-99.000","30.000","","21.500",""
"C0AG90","2020-03-10 00:00:00","25.000","0.000","0.200","23.400","0.920","1006.200","","1.000","-99.000","-99.000","-99.000","27.100","","20.100",""
"C0R570","2020-03-10 00:00:00","37.000","30.000","1.000","25.100","0.810","1006.100","","0.000","-99.000","-99.000","-99.000","28.400","","22.200",""
"C0O900","2020-03-10 00:00:00","9.000","111.000","0.900","24.000","0.990","1010.300","","0.000","-99.000","-99.000","-99.000","31.000","","19.400",""
"C0AD00","2020-03-10 00:00:00","86.000","256.000","3.000","22.700","0.950","998.900","","5.500","10.900","291.000","","25.700","","19.900",""
"C0V700","2020-03-10 00:00:00","24.000","304.000","0.600","25.500","0.810","1007.900","","0.000","-99.000","-99.000","-99.000","27.500","","22.800",""
"C0AH00","2020-03-10 00:00:00","38.000","230.000","0.900","23.400","0.990","1003.500","","0.500","-99.000","-99.000","-99.000","26.600","","20.100",""
"C0X080","2020-03-10 00:00:00","2.000","190.000","1.300","24.000","0.900","1010.800","","0.000","-99.000","-99.000","-99.000","29.300","","18.900",""
"C0G910","2020-03-10 00:00:00","42.000","141.000","3.800","24.300","0.890","1006.500","","0.000","-99.000","-99.000","-99.000","30.600","","20.300",""
"C0I480","2020-03-10 00:00:00","2165.000","163.000","1.900","10.800","0.990","786.900","","0.000","-99.000","-99.000","-99.000","15.400","","6.900",""
"C0U940","2020-03-10 00:00:00","25.000","250.000","1.400","21.400","0.990","1005.700","","0.000","-99.000","-99.000","-99.000","28.000","","17.500",""
"C0S970","2020-03-10 00:00:00","19.000","263.000","3.600","28.100","0.500","1005.900","","0.000","9.700","274.000","","32.000","","21.600",""
"C0V260","2020-03-10 00:00:00","126.000","51.000","1.000","23.100","0.870","997.200","","0.000","-99.000","-99.000","-99.000","32.100","","20.400",""
"C0H990","2020-03-10 00:00:00","3076.000","205.000","14.200","5.500","0.990","702.700","","0.500","21.500","217.000","","6.600","","3.200",""
"C0F9K0","2020-03-10 00:00:00","30.000","196.000","3.500","24.700","0.820","1005.200","","0.000","-99.000","-99.000","-99.000","28.900","","19.000",""
"C0AH90","2020-03-10 00:00:00","660.000","0.000","0.000","17.300","0.990","937.300","","0.000","-99.000","-99.000","-99.000","24.900","","13.100",""
"C0W150","2020-03-10 00:00:00","42.000","145.000","1.600","20.000","0.990","1005.700","","0.000","-99.000","-99.000","-99.000","26.100","","16.500",""
"C0F000","2020-03-10 00:00:00","273.000","170.000","0.500","22.100","0.990","977.200","","0.000","-99.000","-99.000","-99.000","29.500","","18.500",""
"C0K410","2020-03-10 00:00:00","20.000","158.000","2.200","23.700","0.900","1008.000","","0.000","-99.000","-99.000","-99.000","29.800","","19.900",""
"C0R140","2020-03-10 00:00:00","740.000","307.000","1.800","19.200","0.850","931.600","","0.000","-99.000","-99.000","-99.000","26.500","","17.300",""
"C0V800","2020-03-10 00:00:00","256.000","276.000","0.300","22.800","0.870","981.100","","0.000","-99.000","-99.000","-99.000","31.200","","19.100",""
"C0S830","2020-03-10 00:00:00","288.000","0.000","0.000","21.800","0.930","977.300","","0.000","-99.000","-99.000","-99.000","32.500","","20.600",""
"C0S920","2020-03-10 00:00:00","98.000","321.000","2.200","25.200","0.510","992.200","","0.000","-99.000","-99.000","-99.000","34.700","","19.500",""
"C0V640","2020-03-10 00:00:00","35.000","0.000","0.200","26.000","0.820","1007.400","","0.000","-99.000","-99.000","-99.000","28.400","","20.700",""
"C0AH80","2020-03-10 00:00:00","68.000","0.000","0.000","21.800","0.990","999.900","","0.500","-99.000","-99.000","-99.000","26.600","","18.600",""
"C0K250","2020-03-10 00:00:00","12.000","198.000","2.300","23.300","0.920","1009.400","","0.000","-99.000","-99.000","-99.000","31.700","","17.600",""
"C0R840","2020-03-10 00:00:00","536.000","287.000","8.500","20.500","-99.000","949.500","","0.000","-99.000","-99.000","-99.000","23.800","","19.500",""
"C0I410","2020-03-10 00:00:00","180.000","240.000","0.500","23.500","0.840","990.500","","0.000","-99.000","-99.000","-99.000","31.900","","19.300",""
"C0M410","2020-03-10 00:00:00","245.000","310.000","0.300","22.100","0.840","980.100","","0.000","-99.000","-99.000","-99.000","32.500","","18.600",""
"C0F9Z0","2020-03-10 00:00:00","3193.000","246.000","4.200","5.600","0.810","692.400","","0.000","12.000","293.000","","8.700","","3.300",""
